id	original_url	resolved_url	proxy_url	http_code	bytes	fetch_status	title
011	https://twitter.com/alexyoungkwon/status/1683267301859299329?s=46&t=AhQpUapOKuTDnyTM7kI3rQ	https://fxtwitter.com/alexyoungkwon/status/1683267301859299329?s=46&t=AhQpUapOKuTDnyTM7kI3rQ	https://r.jina.ai/http://fxtwitter.com/alexyoungkwon/status/1683267301859299329?s=46&t=AhQpUapOKuTDnyTM7kI3rQ	200	478	ok	Title: X  URL Source: http://fxtwitter.com/alexyoungkwon/status/1683267301859299329?s=46&t=AhQpUapOKuTDnyTM7kI3rQ 
012	https://twitter.com/jeehut/status/1683856226176696320?s=46&t=AhQpUapOKuTDnyTM7kI3rQ	https://fxtwitter.com/jeehut/status/1683856226176696320?s=46&t=AhQpUapOKuTDnyTM7kI3rQ	https://r.jina.ai/http://fxtwitter.com/jeehut/status/1683856226176696320?s=46&t=AhQpUapOKuTDnyTM7kI3rQ	200	471	ok	Title: X  URL Source: http://fxtwitter.com/jeehut/status/1683856226176696320?s=46&t=AhQpUapOKuTDnyTM7kI3rQ 
013	https://twitter.com/devonzuegel/status/1534595292485623808?s=46&t=AhQpUapOKuTDnyTM7kI3rQ	https://fxtwitter.com/devonzuegel/status/1534595292485623808?s=46&t=AhQpUapOKuTDnyTM7kI3rQ	https://r.jina.ai/http://fxtwitter.com/devonzuegel/status/1534595292485623808?s=46&t=AhQpUapOKuTDnyTM7kI3rQ	200	2035	ok	Title: Devon ☀️ on X: "I built a little tool – it's called Small World, and it helps you make new friends and stay in touch with old ones: h
014	https://twitter.com/lucy_guo/status/1429812924219105284?s=46&t=AhQpUapOKuTDnyTM7kI3rQ	https://fxtwitter.com/lucy_guo/status/1429812924219105284?s=46&t=AhQpUapOKuTDnyTM7kI3rQ	https://r.jina.ai/http://fxtwitter.com/lucy_guo/status/1429812924219105284?s=46&t=AhQpUapOKuTDnyTM7kI3rQ	200	1816	ok	Title: Lucy Guo on X: "Your network is your net worth.  1. Raising money is easier  
015	https://x.com/baytalfann/status/1696095399193231572?s=46&t=AhQpUapOKuTDnyTM7kI3rQ	https://fxtwitter.com/baytalfann/status/1696095399193231572?s=46&t=AhQpUapOKuTDnyTM7kI3rQ	https://r.jina.ai/http://fxtwitter.com/baytalfann/status/1696095399193231572?s=46&t=AhQpUapOKuTDnyTM7kI3rQ	200	2931	ok	Title: Bayt Al Fann on X: "Did you know that in Arabic, there are 12 levels of friendship?   For every level of friendship, there is an Arab
016	https://x.com/eladgil/status/1699291977991540894?s=46&t=AhQpUapOKuTDnyTM7kI3rQ	https://fxtwitter.com/eladgil/status/1699291977991540894?s=46&t=AhQpUapOKuTDnyTM7kI3rQ	https://r.jina.ai/http://fxtwitter.com/eladgil/status/1699291977991540894?s=46&t=AhQpUapOKuTDnyTM7kI3rQ	200	1120	ok	Title: Elad Gil on X: "I have been long interested in incubating or funding this idea (and even wrote a product spec for it maybe 2 years ag
017	https://x.com/devonzuegel/status/1711400105721397701?s=46	https://fxtwitter.com/devonzuegel/status/1711400105721397701?s=46	https://r.jina.ai/http://fxtwitter.com/devonzuegel/status/1711400105721397701?s=46	200	1278	ok	Title: Devon ☀️ on X: "As I get older, I realize it's a huge bummer that we collectively decided in our early 20s that Facebook was uncool  
018	https://x.com/roberageleta/status/1712146233635254614?s=46	https://fxtwitter.com/roberageleta/status/1712146233635254614?s=46	https://r.jina.ai/http://fxtwitter.com/roberageleta/status/1712146233635254614?s=46	200	2097	ok	Title: Robera Geleta on X: "Have fun splitting the bill.  It’s a work in progress, but DM me if you’re interested in this App. 
019	https://x.com/akothari/status/1814854925769126345?s=46	https://fxtwitter.com/akothari/status/1814854925769126345?s=46	https://r.jina.ai/http://fxtwitter.com/akothari/status/1814854925769126345?s=46	200	2916	ok	Title: Akshay Kothari on X: "The widespread TikTok-ification of all social apps is quite striking (and sad!) Literally, all apps (Facebook, 
020	https://x.com/scottbelsky/status/1813263587189604440?s=46	https://fxtwitter.com/scottbelsky/status/1813263587189604440?s=46	https://r.jina.ai/http://fxtwitter.com/scottbelsky/status/1813263587189604440?s=46	200	2687	ok	Title: scott belsky on X: "ran into a good friend in Rome, and realized: so much serendipity in life is missed by mere seconds.  would be co
021	https://x.com/paulg/status/1819177210068324413?s=46	https://fxtwitter.com/paulg/status/1819177210068324413?s=46	https://r.jina.ai/http://fxtwitter.com/paulg/status/1819177210068324413?s=46	200	1610	ok	Title: Paul Graham on X: "@Suhail This is such a constant pain in the ass." / X  URL Source: http://fxtwitter.com/paulg/status/1819177210068
022	https://tripbff.com/	https://tripbff.com/	https://r.jina.ai/http://tripbff.com/	200	13935	ok	Title: TripBFF - Travel with friends around the world - Download on iOS now!  URL Source: http://tripbff.com/ 
023	https://www.cise.ufl.edu/%7Eadobra/DaMn/talks/damn05-santini.pdf	https://www.cise.ufl.edu/%7Eadobra/DaMn/talks/damn05-santini.pdf	https://r.jina.ai/http://www.cise.ufl.edu/%7Eadobra/DaMn/talks/damn05-santini.pdf	200	35300	ok	Title: PageRank as a Function of the Damping Factor  URL Source: http://www.cise.ufl.edu/~adobra/DaMn/talks/damn05-santini.pdf 
024	https://docs.google.com/presentation/d/1F4JkvNJtEKoAyW2j-xxWQ0DltrwSCXpphDdK-AFP31A/edit#slide=id.g2e1bd657c83_4_369	https://docs.google.com/presentation/d/1F4JkvNJtEKoAyW2j-xxWQ0DltrwSCXpphDdK-AFP31A/edit	https://r.jina.ai/http://docs.google.com/presentation/d/1F4JkvNJtEKoAyW2j-xxWQ0DltrwSCXpphDdK-AFP31A/edit	000000	135	failed	Fetch failed
025	https://x.com/ccamp___/status/1853853802090414532?s=46	https://fxtwitter.com/ccamp___/status/1853853802090414532?s=46	https://r.jina.ai/http://fxtwitter.com/ccamp___/status/1853853802090414532?s=46	200	2132	ok	Title: Colin Campbell on X: "Social agents will become a trillion dollar business if/when someone can successfully create a scaled, hybrid h
026	https://x.com/paging_cora/status/1864739576771940521?s=46	https://fxtwitter.com/paging_cora/status/1864739576771940521?s=46	https://r.jina.ai/http://fxtwitter.com/paging_cora/status/1864739576771940521?s=46	200	1797	ok	Title: cora on X: "let me help you out with your meet up app. strangers reliably meet up for only 2 reasons   1) sex or likely future sex 
027	https://chatgpt.com/share/67ae60b3-7044-8003-b5d3-16e422c7525b	https://chatgpt.com/share/67ae60b3-7044-8003-b5d3-16e422c7525b	https://r.jina.ai/http://chatgpt.com/share/67ae60b3-7044-8003-b5d3-16e422c7525b	000000	81	failed	Fetch failed
028	https://x.com/devonzuegel/status/1904936666164310329?s=46	https://fxtwitter.com/devonzuegel/status/1904936666164310329?s=46	https://r.jina.ai/http://fxtwitter.com/devonzuegel/status/1904936666164310329?s=46	200	3295	ok	Title: Devon ☀️ on X: ""It's easier than ever to share ideas, yet some of the most interesting ideas are burrowing deeper underground, circu
029	https://x.com/lnrdrizzo/status/1920783054181728701?s=46	https://fxtwitter.com/lnrdrizzo/status/1920783054181728701?s=46	https://r.jina.ai/http://fxtwitter.com/lnrdrizzo/status/1920783054181728701?s=46	200	2124	ok	Title: Leonardo Rizzo on X: "How we "guessed" the Pope using network science: inside the cardinal network. A study by me, Beppe Soda and Ale
030	https://x.com/juliey4/status/1942710861661102297?s=46	https://fxtwitter.com/juliey4/status/1942710861661102297?s=46	https://r.jina.ai/http://fxtwitter.com/juliey4/status/1942710861661102297?s=46	200	1713	ok	Title: Julie Young on X: "i'd honestly kill for an app where my friends frequently shared pictures from their lives" / X  URL Source: http:/
031	https://x.com/rivernolimits/status/1990108726901317668?s=46	https://fxtwitter.com/rivernolimits/status/1990108726901317668?s=46	https://r.jina.ai/http://fxtwitter.com/rivernolimits/status/1990108726901317668?s=46	200	2847	ok	Title: River - Makina on X: "I want a friend CRM  Just a place I can keep track of cool people I’ve met, my history with them, who they’re c
032	https://arxiv.org/pdf/2504.17033	https://arxiv.org/pdf/2504.17033	https://r.jina.ai/http://arxiv.org/pdf/2504.17033	200	55366	ok	Title: Breaking the Sorting Barrier for Directed Single-Source Shortest Paths  URL Source: http://arxiv.org/pdf/2504.17033 
033	https://x.com/arram/status/2015838119472308224?s=46	https://fxtwitter.com/arram/status/2015838119472308224?s=46	https://r.jina.ai/http://fxtwitter.com/arram/status/2015838119472308224?s=46	200	1251	ok	Title: Arram in NYC on X: "Claude Code made me the CRM I've wanted for ten years. Automatically updates from text messages, email, iPhoto, c
034	https://x.com/60fpsdesign/status/2016924160380064038?s=20	https://fxtwitter.com/60fpsdesign/status/2016924160380064038?s=20	https://r.jina.ai/http://fxtwitter.com/60fpsdesign/status/2016924160380064038?s=20	200	1967	ok	Title: 60fps on X: "Color picker interaction 🟠 🟡🔵 @mymind https://t.co/cPtK4vgBqY" / X  URL Source: http://fxtwitter.com/60fpsdesign/status/
035	https://x.com/pflegekraft1/status/2020298011365241088?s=46	https://fxtwitter.com/pflegekraft1/status/2020298011365241088?s=46	https://r.jina.ai/http://fxtwitter.com/pflegekraft1/status/2020298011365241088?s=46	200	2576	ok	Title: Pflegekraft on X: "Meine Mutter hat sich vor kurzem Whatsapp installiert und geglaubt, dass Gruppen dazu da sind, um Kontakte zu sort
